Filas,Áreas Transaccionales Filas No.,Áreas Transaccionales Filas Descripción,Codigo Transacción Filas,Transacción filas,Código Productos (CUP),Productos (CUP),Código CPC Grupos,CPC Grupos,Código Productos Compactos,Productos Compactos,Código Bioeconomía Productos,Bioeconomía Productos,Código CUPc,CUPc,Código BCT,BCT
ut_f094,ATF02,Consumo intermedio,P2,Consumo intermedio,94,"Cemento, cal y yeso",3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f095,ATF02,Consumo intermedio,P2,Consumo intermedio,95,Hormigón premezclado,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f096,ATF02,Consumo intermedio,P2,Consumo intermedio,96,Mezclas asfálticas,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f097,ATF02,Consumo intermedio,P2,Consumo intermedio,97,Otros productos de minerales no metálicos,3,"Otros bienes transportables, excepto productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f098,ATF02,Consumo intermedio,P2,Consumo intermedio,98,Ferromolibdeno y otros productos básicos de acero,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f099,ATF02,Consumo intermedio,P2,Consumo intermedio,99,Productos de hierro y acero,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f100,ATF02,Consumo intermedio,P2,Consumo intermedio,100,Productos básicos de metales no ferrosos,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f101,ATF02,Consumo intermedio,P2,Consumo intermedio,101,Productos metálicos de uso estructural,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f102,ATF02,Consumo intermedio,P2,Consumo intermedio,102,Otros productos metálicos,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f103,ATF02,Consumo intermedio,P2,Consumo intermedio,103,Maquinaria para uso industrial,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f104,ATF02,Consumo intermedio,P2,Consumo intermedio,104,Computadores y sus componentes,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f105,ATF02,Consumo intermedio,P2,Consumo intermedio,105,Otras maquinarias de oficina,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f106,ATF02,Consumo intermedio,P2,Consumo intermedio,106,Televisores,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,1,Culturales,2,Resto productos
ut_f107,ATF02,Consumo intermedio,P2,Consumo intermedio,107,Teléfonos móviles,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f108,ATF02,Consumo intermedio,P2,Consumo intermedio,108,Máquinas y aparatos de uso doméstico,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f109,ATF02,Consumo intermedio,P2,Consumo intermedio,109,Otras maquinarias y equipos eléctricos,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,1,Culturales,2,Resto productos
ut_f110,ATF02,Consumo intermedio,P2,Consumo intermedio,110,Automóviles,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f111,ATF02,Consumo intermedio,P2,Consumo intermedio,111,Buses,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f112,ATF02,Consumo intermedio,P2,Consumo intermedio,112,Otros vehículos automotores,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f113,ATF02,Consumo intermedio,P2,Consumo intermedio,113,Material de transporte marítimo y aéreo,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f114,ATF02,Consumo intermedio,P2,Consumo intermedio,114,Otros equipos de transporte terrestre y sus partes y piezas,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f115,ATF02,Consumo intermedio,P2,Consumo intermedio,115,Muebles,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f116,ATF02,Consumo intermedio,P2,Consumo intermedio,116,Otros productos manufacturados y desperdicios,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,1,Culturales,2,Resto productos
ut_f117,ATF02,Consumo intermedio,P2,Consumo intermedio,117,"Reparación e instalación de maquinaria y equipo, excepto de transporte",4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,1,Culturales,2,Resto productos
ut_f118,ATF02,Consumo intermedio,P2,Consumo intermedio,118,Servicios de mantenimiento y reparación de equipo de transporte,4,"Productos metálicos, maquinaria y equipo",3,Manufacturas,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f119,ATF02,Consumo intermedio,P2,Consumo intermedio,119,Energía y potencia eléctrica,1,"Minerales; electricidad, gas y agua",4,Servicios básicos,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f120,ATF02,Consumo intermedio,P2,Consumo intermedio,120,Servicios de transmisión de electricidad,1,"Minerales; electricidad, gas y agua",4,Servicios básicos,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f121,ATF02,Consumo intermedio,P2,Consumo intermedio,121,Servicios de distribución de electricidad,1,"Minerales; electricidad, gas y agua",4,Servicios básicos,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f122,ATF02,Consumo intermedio,P2,Consumo intermedio,122,Gas distribuido por ductos,1,"Minerales; electricidad, gas y agua",4,Servicios básicos,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f123,ATF02,Consumo intermedio,P2,Consumo intermedio,123,Agua,1,"Minerales; electricidad, gas y agua",4,Servicios básicos,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ut_f124,ATF02,Consumo intermedio,P2,Consumo intermedio,124,Servicios de eliminación de desperdicios y reciclaje,1,"Minerales; electricidad, gas y agua",4,Servicios básicos,2,Bioeconomía extendida,2,No culturales,2,Resto productos
ut_f125,ATF02,Consumo intermedio,P2,Consumo intermedio,125,Edificios residenciales,5,Construcciones y servicios de construcción,5,Construcción,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f126,ATF02,Consumo intermedio,P2,Consumo intermedio,126,Edificios no residenciales,5,Construcciones y servicios de construcción,5,Construcción,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f127,ATF02,Consumo intermedio,P2,Consumo intermedio,127,Obras viales,5,Construcciones y servicios de construcción,5,Construcción,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f128,ATF02,Consumo intermedio,P2,Consumo intermedio,128,Obras de proyectos de energía eléctrica,5,Construcciones y servicios de construcción,5,Construcción,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f129,ATF02,Consumo intermedio,P2,Consumo intermedio,129,Obras mineras,5,Construcciones y servicios de construcción,5,Construcción,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f130,ATF02,Consumo intermedio,P2,Consumo intermedio,130,Otras obras de ingeniería,5,Construcciones y servicios de construcción,5,Construcción,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f131,ATF02,Consumo intermedio,P2,Consumo intermedio,131,Servicios de construcción,5,Construcciones y servicios de construcción,5,Construcción,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f132,ATF02,Consumo intermedio,P2,Consumo intermedio,132,Servicios comerciales de intermediación automotriz,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",6,Comercio,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f133,ATF02,Consumo intermedio,P2,Consumo intermedio,133,Servicios comerciales de intermediación mayorista,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",6,Comercio,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f134,ATF02,Consumo intermedio,P2,Consumo intermedio,134,Servicios comerciales de intermediación minorista,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",6,Comercio,3,No bioeconomía,1,Culturales,1,BCT
ut_f135,ATF02,Consumo intermedio,P2,Consumo intermedio,135,Servicios comerciales a cambio de una retribución o por contrata,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",6,Comercio,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f136,ATF02,Consumo intermedio,P2,Consumo intermedio,136,Servicios de mantenimiento y reparación de vehículos automotores,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f137,ATF02,Consumo intermedio,P2,Consumo intermedio,137,Servicios de hotelería,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ut_f138,ATF02,Consumo intermedio,P2,Consumo intermedio,138,Servicios de restaurantes,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,2,Bioeconomía extendida,2,No culturales,1,BCT
ut_f139,ATF02,Consumo intermedio,P2,Consumo intermedio,139,Servicios de transporte por ferrocarril,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ut_f140,ATF02,Consumo intermedio,P2,Consumo intermedio,140,Servicios de transporte caminero de pasajeros,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ut_f141,ATF02,Consumo intermedio,P2,Consumo intermedio,141,Servicios de transporte caminero de carga,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f142,ATF02,Consumo intermedio,P2,Consumo intermedio,142,Transporte por tuberías (gasoductos y oleoductos),6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f143,ATF02,Consumo intermedio,P2,Consumo intermedio,143,Servicios de transporte marítimo,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ut_f144,ATF02,Consumo intermedio,P2,Consumo intermedio,144,Servicios de arriendo de embarcaciones,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ut_f145,ATF02,Consumo intermedio,P2,Consumo intermedio,145,Servicios de transporte aéreo de pasajeros,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ut_f146,ATF02,Consumo intermedio,P2,Consumo intermedio,146,Servicios de transporte aéreo de carga y arriendo de naves,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ut_f147,ATF02,Consumo intermedio,P2,Consumo intermedio,147,Almacenamiento y depósito,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f148,ATF02,Consumo intermedio,P2,Consumo intermedio,148,"Servicios de carreteras, estacionamientos y estaciones de autobuses",6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f149,ATF02,Consumo intermedio,P2,Consumo intermedio,149,Servicios de puertos y aeropuertos,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f150,ATF02,Consumo intermedio,P2,Consumo intermedio,150,Otros conexos de transporte,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f151,ATF02,Consumo intermedio,P2,Consumo intermedio,151,Servicio de correo y mensajería,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f152,ATF02,Consumo intermedio,P2,Consumo intermedio,152,Servicios de telefonía móvil,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f153,ATF02,Consumo intermedio,P2,Consumo intermedio,153,Servicios de telefonía fija y de larga distancia,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f154,ATF02,Consumo intermedio,P2,Consumo intermedio,154,Otros servicios de telefonía,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ut_f155,ATF02,Consumo intermedio,P2,Consumo intermedio,155,Servicios informáticos,6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ut_f156,ATF02,Consumo intermedio,P2,Consumo intermedio,156,"Servicios de edición, producción y difusión",6,"Servicios comerciales de distribución; alojamiento, servicios de suministro de comidas y bebidas; servicios de transporte; y servicios de distribución de electricidad, gas y agua",7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ut_f157,ATF02,Consumo intermedio,P2,Consumo intermedio,157,Servicios de intermediación financiera,7,Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de alquiler y arrendamiento,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f158,ATF02,Consumo intermedio,P2,Consumo intermedio,158,Servicios de intermediación financiera medidos indirectamente (SIFMI),7,Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de alquiler y arrendamiento,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f159,ATF02,Consumo intermedio,P2,Consumo intermedio,159,Servicios de seguros de vida,7,Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de alquiler y arrendamiento,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f160,ATF02,Consumo intermedio,P2,Consumo intermedio,160,Servicios de seguros generales,7,Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de alquiler y arrendamiento,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f161,ATF02,Consumo intermedio,P2,Consumo intermedio,161,Servicios auxiliares de intermediación financiera,7,Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de alquiler y arrendamiento,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f162,ATF02,Consumo intermedio,P2,Consumo intermedio,162,Servicios inmobiliarios,7,Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de alquiler y arrendamiento,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f163,ATF02,Consumo intermedio,P2,Consumo intermedio,163,Servicios de vivienda,7,Servicios financieros y servicios conexos; servicios inmobiliarios; y servicios de alquiler y arrendamiento,7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ut_f164,ATF02,Consumo intermedio,P2,Consumo intermedio,164,Servicios jurídicos y contables,8,Servicios prestados a las empresas y servicios de producción,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f165,ATF02,Consumo intermedio,P2,Consumo intermedio,165,Servicios de arquitectura e ingeniería,8,Servicios prestados a las empresas y servicios de producción,7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ut_f166,ATF02,Consumo intermedio,P2,Consumo intermedio,166,Servicios de publicidad e investigación de mercados,8,Servicios prestados a las empresas y servicios de producción,7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ut_f167,ATF02,Consumo intermedio,P2,Consumo intermedio,167,Investigación y desarrollo,8,Servicios prestados a las empresas y servicios de producción,7,Otros servicios,2,Bioeconomía extendida,1,Culturales,2,Resto productos
ut_f168,ATF02,Consumo intermedio,P2,Consumo intermedio,168,"Otros servicios profesionales, técnico y de negocios",8,Servicios prestados a las empresas y servicios de producción,7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ut_f169,ATF02,Consumo intermedio,P2,Consumo intermedio,169,Servicios de alquiler sin operarios,8,Servicios prestados a las empresas y servicios de producción,7,Otros servicios,3,No bioeconomía,1,Culturales,1,BCT
ut_f170,ATF02,Consumo intermedio,P2,Consumo intermedio,170,"Servicios de suministro de personal, limpieza, seguridad y otros de apoyo",8,Servicios prestados a las empresas y servicios de producción,7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f171,ATF02,Consumo intermedio,P2,Consumo intermedio,171,Servicios de administración pública,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f172,ATF02,Consumo intermedio,P2,Consumo intermedio,172,Servicios de educación pública,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f173,ATF02,Consumo intermedio,P2,Consumo intermedio,173,Servicios de educación privada,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ut_f174,ATF02,Consumo intermedio,P2,Consumo intermedio,174,Servicios de salud pública,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f175,ATF02,Consumo intermedio,P2,Consumo intermedio,175,Servicios de salud privada,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f176,ATF02,Consumo intermedio,P2,Consumo intermedio,176,Servicios sociales y de asociaciones,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,1,Culturales,2,Resto productos
ut_f177,ATF02,Consumo intermedio,P2,Consumo intermedio,177,Servicios de esparcimiento,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,1,Culturales,1,BCT
ut_f178,ATF02,Consumo intermedio,P2,Consumo intermedio,178,Reparación de artículos domésticos,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f179,ATF02,Consumo intermedio,P2,Consumo intermedio,179,Servicio doméstico,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,2,Resto productos
ut_f180,ATF02,Consumo intermedio,P2,Consumo intermedio,180,Otros servicios personales,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
ut_f181,ATF02,Consumo intermedio,P2,Consumo intermedio,181,Otros bienes y servicios,9,"Servicios para la comunidad, sociales y personales",7,Otros servicios,3,No bioeconomía,2,No culturales,1,BCT
va_f001,ATF06,Valor Agregado,P91,Remuneraciones,,,,,,,,,,,,
va_f002,,,,,,,,,,,,,,,,
va_f003,,,,,,,,,,,,,,,,
va_f004,ATF06,Valor Agregado,P92,Excedente bruto de explotación,,,,,,,,,,,,
va_f005,,,,,,,,,,,,,,,,
va_f006,,,,,,,,,,,,,,,,
va_f007,ATF06,Valor Agregado,P93,Impuestos netos sobre los productos,,,,,,,,,,,,
va_f008,,,,,,,,,,,,,,,,
va_f009,,,,,,,,,,,,,,,,
va_f010,ATF06,Valor Agregado,P94,Otros impuestos netos sobre la producción,,,,,,,,,,,,
